"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3080000","CDFH3301021996000003","19960510","","03","폐업","03","폐업","19970101","","","","903-2071","","142872","서울특별시 강북구 수유동 2-4번지 ","서울특별시 강북구 노해로 19  (수유동)","","김대성체육관(태권도)","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201931.09230911     ","459430.791623266    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021996000004","19960412","","03","폐업","03","폐업","19970205","","","","982-9689","","142803","서울특별시 강북구 미아동 197-5번지 ","서울특별시 강북구 도봉로 204  (미아동)","","스누피","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","202250.005910928    ","458290.554645726    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021996000005","19960510","","03","폐업","03","폐업","19971101","","","","903-2071","","142872","서울특별시 강북구 수유동 2-4번지 ","서울특별시 강북구 노해로 19  (수유동)","","김대성체육관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201931.09230911     ","459430.791623266    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021999000001","19990203","","03","폐업","03","폐업","19991110","","","","906-5914","","142872","서울특별시 강북구 수유동 39-46번지 ","서울특별시 강북구 노해로 61  (수유동)","","천무관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201895.153486395    ","459852.774215562    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301022000000002","20000210","","03","폐업","03","폐업","20060914","","","","904-8516","","142877","서울특별시 강북구 수유동 331-5번지 ","서울특별시 강북구 삼양로 458 (수유동)","","흥무검도관","2014-07-07 13:25:43","I","2018-08-31 23:59:59.0","","201353.854108786    ","460210.153169985    ","체육도장업","사립","","","0","0","","",""
"3080000","CDFH3301022000000003","20000127","","03","폐업","03","폐업","20140603","","","","987-5078","","142762","서울특별시 강북구 번동 241번지 주공아파트 202동 ","서울특별시 강북구 한천로105길 24, 202동 (번동,주공아파트)","","삼동체육관","2014-06-03 14:40:27","I","2018-08-31 23:59:59.0","","203932.991517795    ","458247.431674005    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022001000010","20011017","","03","폐업","03","폐업","20080508","","","","985-5425","","142821","서울특별시 강북구 미아동 701-1번지 2층 ","서울특별시 강북구 솔샘로 239 (미아동,2층)","","한빛태권도","2014-05-26 16:37:47","I","2018-08-31 23:59:59.0","","201646.445732442    ","457530.10075109     ","체육도장업","사립","","","0","0","","",""
"3080000","CDFH3301022001000011","20011231","","03","폐업","03","폐업","20060126","","","","986-8415","","142820","서울특별시 강북구 미아동 1339-1번지 3층 ","서울특별시 강북구 솔샘로 212  (미아동,3층)","","선경석사태권도","2006-01-26 14:17:20","I","2018-08-31 23:59:59.0","","201359.702700461    ","457513.46268942     ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301022002000001","20021018","","03","폐업","03","폐업","20100129","","","","982-8466","","142814","서울특별시 강북구 미아동 300-39번지 3층 ","서울특별시 강북구 솔매로 84  (미아동,3층)","","동해체육관(태권도)","2010-01-29 17:36:42","I","2018-08-31 23:59:59.0","","201839.666022432    ","458070.644307811    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301022002000003","20020403","","03","폐업","03","폐업","20091214","","","","","","142804","서울특별시 강북구 미아동 860-4번지 ","서울특별시 강북구 솔샘로 271  (미아동)","","동양체육관","2009-12-15 16:25:23","I","2018-08-31 23:59:59.0","","201949.362399607    ","457415.069984001    ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301021995000005","19950207","","03","폐업","03","폐업","19970913","","","","904-4025","","142871","서울특별시 강북구 우이동 41-9번지 ","서울특별시 강북구 삼양로 625-1  (우이동)","","그린태권도","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201134.577942442    ","461824.130497677    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021994000004","19940708","","03","폐업","03","폐업","20190124","","","","913-6395","","142810","서울특별시 강북구 미아동 232-24번지 ","서울특별시 강북구 도봉로59길 40 (미아동)","","미아태권도","2019-01-24 17:21:59","U","2019-01-26 02:40:00.0","","201898.087789177    ","458393.469828883    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022002000008","20020322","","03","폐업","03","폐업","20081028","","","","903-9457","","142879","서울특별시 강북구 수유동 254-39번지 2층 ","서울특별시 강북구 노해로23길 73 (수유동,2층)","","수유태권도체육관","2014-05-21 10:04:48","I","2018-08-31 23:59:59.0","","201654.460781702    ","460402.34508692     ","체육도장업","사립","","","0","0","","",""
"3080000","CDFH3301021996000010","19961218","","03","폐업","03","폐업","20020917","","","","989-0888","","142814","서울특별시 강북구 미아동 313-64번지 삼덕빌딩 3층 ","서울특별시 강북구 삼양로38길 37  (미아동,삼덕빌딩 3층)","","우암체육관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201944.235334084    ","457679.949734131    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021997000002","19970401","","03","폐업","03","폐업","19980316","","","","","","142816","서울특별시 강북구 미아동 761-2번지 ","서울특별시 강북구 삼양로54길 10  (미아동)","","삼양체육관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201599.11697053     ","458007.099233503    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021998000002","19981123","","03","폐업","03","폐업","20071005","","","","945-7118","","142886","서울특별시 강북구 수유동 468-36번지 ","서울특별시 강북구 인수봉로 128  (수유동)","","백운태권도","2007-10-05 16:04:40","I","2018-08-31 23:59:59.0","","201170.698968274    ","458755.149320092    ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301022002000012","20020517","","03","폐업","03","폐업","20040816","","","","989-2379","","142804","서울특별시 강북구 미아동 49-29번지 49-156,49-1316(지하1층) ","서울특별시 강북구 월계로 53-3 (미아동,49-156,49-1316(지하1층))","","용인대타이곤 태권도장","2014-05-26 16:35:30","I","2018-08-31 23:59:59.0","","203042.212860702    ","456644.24633659     ","체육도장업","사립","","","0","0","","",""
"3080000","CDFH3301022002000013","20020626","","03","폐업","03","폐업","20070126","","","","985-3326","","142805","서울특별시 강북구 미아동 482-11번지 2층 ","서울특별시 강북구 숭인로 53  (미아동,2층)","","국일체육관","2007-01-26 09:20:13","I","2018-08-31 23:59:59.0","","202360.45014713     ","456707.449073944    ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301022003000002","20030226","","03","폐업","03","폐업","20050429","","","","906-4141","","142882","서울특별시 강북구 수유동 293-2번지 3층 ","서울특별시 강북구 인수봉로76길 37  (수유동,3층)","","충호태권도","2005-04-29 14:27:56","I","2018-08-31 23:59:59.0","","201051.844084775    ","460211.88889712     ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301022003000006","20030417","","03","폐업","03","폐업","20190925","","","","","","","서울특별시 강북구 미아동 1354-5번지 상가동 114호","서울특별시 강북구 솔샘로 지하 167, 상가동 114호 (미아동, 벽산라이브파크)","01191","한미태권도","2019-09-26 09:08:37","U","2019-09-28 02:40:00.0","","200921.855251696    ","457533.770785984    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301021989000004","19891214","","03","폐업","03","폐업","19980309","","","","981-5920","","142821","서울특별시 강북구 미아동 749-3번지 ","서울특별시 강북구 삼양로 221  (미아동)","","전무회(태권도)","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201601.668178598    ","457866.343621527    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021989000005","19891214","","03","폐업","03","폐업","19990331","","","","988-1045","","142823","서울특별시 강북구 미아동 777번지 ","","","삼양체육관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021989000006","19891214","","03","폐업","03","폐업","20140612","","","","903-8118","","142884","서울특별시 강북구 수유동 409-2번지 ","","","우이태권도","2014-06-12 11:16:59","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","","","","","",""
"3080000","CDFH3301021989000007","19891214","","03","폐업","03","폐업","20010607","","","","981-7330","","142815","서울특별시 강북구 미아동 324-6번지 ","서울특별시 강북구 솔샘로65길 67  (미아동)","","지성태권도","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","202253.680755497    ","457539.854903107    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021998000003","19980213","","03","폐업","03","폐업","20100528","","","","994-1090","","142070","서울특별시 강북구 수유동 282-1번지 ","서울특별시 강북구 삼양로 497  (수유동)","","중앙체육관","2010-05-28 17:40:05","I","2018-08-31 23:59:59.0","","201196.612951455    ","460569.684262904    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021998000004","19980310","","03","폐업","03","폐업","20031016","","","","981-5920","","142821","서울특별시 강북구 미아동 749-3번지 ","서울특별시 강북구 삼양로 221 (미아동)","","전무회체육관","2014-07-07 15:59:07","I","2018-08-31 23:59:59.0","","201601.668178598    ","457866.343621527    ","체육도장업","사립","","","0","0","","",""
"3080000","CDFH3301021998000005","19980417","","03","폐업","03","폐업","20210803","","","","994-4326","","142883","서울특별시 강북구 수유동 554-95 ","서울특별시 강북구 인수봉로 272-1 (수유동)","01031","대호태권도장","2021-08-03 11:24:14","U","2021-08-05 02:40:00.0","","200916.149113442    ","460073.821985963    ","체육도장업","사립","","0","0","0","0","",""
"3080000","CDFH3301021990000001","19901214","","03","폐업","03","폐업","20170609","","","","902-6195","","142872","서울특별시 강북구 수유동 29-73번지 ","서울특별시 강북구 노해로11길 42 (수유동)","01076","신선태권도","2017-06-10 11:15:29","I","2018-08-31 23:59:59.0","","201723.534027669    ","459620.383862993    ","체육도장업","사립","","","0","","","",""
"3080000","CDFH3301021990000003","19900403","","03","폐업","03","폐업","20070406","","","","904-2634","","142891","서울특별시 강북구 수유동 119-12번지 ","서울특별시 강북구 삼양로 348  (수유동)","","국가대표석사2관","2007-04-06 16:49:53","I","2018-08-31 23:59:59.0","","201487.08479224     ","459132.922625067    ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301021990000004","19901025","","03","폐업","03","폐업","19970331","","","","993-1716","","142868","서울특별시 강북구 번동 462-110번지 ","서울특별시 강북구 도봉로96길 24  (번동)","","한양태권도","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","202562.642642324    ","459753.167962609    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021990000005","19900112","","03","폐업","03","폐업","20180409","","","","905-5144","","142864","서울특별시 강북구 번동 413-3번지 2층 ","서울특별시 강북구 한천로123길 26 (번동,2층)","","왕호체육관","2018-04-10 09:27:33","I","2018-08-31 23:59:59.0","","202608.934103734    ","459320.030764534    ","체육도장업","사립","","","0","","","",""
"3080000","CDFH3301022005000006","20051103","","03","폐업","03","폐업","20180402","","","","980-2020","","142827","서울특별시 강북구 미아동 688-5번지 402호 ","서울특별시 강북구 솔샘로 254 (미아동,402호)","","삼양검도관","2018-04-02 16:12:16","I","2018-08-31 23:59:59.0","","201762.419935414    ","457441.244070216    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022005000007","20051118","","03","폐업","03","폐업","20060526","","","","999-9978","","142864","서울특별시 강북구 번동 412-28번지 ","서울특별시 강북구 한천로129길 11 (번동)","","수송체육관","2013-11-22 15:41:58","I","2018-08-31 23:59:59.0","","202553.007689701    ","459442.878048003    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022006000002","20060328","","03","폐업","03","폐업","20070522","","","","3297-5959","","142877","서울특별시 강북구 수유동 338-4번지 3층 ","서울특별시 강북구 삼양로112길 9  (수유동,3층)","","한국태권도","2007-05-22 15:04:12","I","2018-08-31 23:59:59.0","","201429.047610976    ","460025.78074809     ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301021993000002","19931130","","03","폐업","03","폐업","20110210","","","","987-9867","","142861","서울특별시 강북구 번동 223번지 ","서울특별시 강북구 월계로37길 89  (번동)","","태권도주공체육관","2011-02-15 11:31:38","I","2018-08-31 23:59:59.0","","203821.073410934    ","458174.192517091    ","체육도장업","사립","0","","","","","",""
"3080000","CDFH3301021989000003","19891214","","03","폐업","03","폐업","20180405","","","","993-6868","","142877","서울특별시 강북구 수유동 318-3번지 3층 ","서울특별시 강북구 삼양로124길 8, 3층 (수유동)","01039","삼원체육관","2018-04-05 17:40:43","I","2018-08-31 23:59:59.0","","201360.296344915    ","460290.256728557    ","체육도장업","사립","","","0","","","",""
"3080000","CDFH3301021990000007","19900119","","03","폐업","03","폐업","19970419","","","","903-3352","","142878","서울특별시 강북구 수유동 230-8번지 ","","","진무관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021990000008","19901025","","03","폐업","03","폐업","19970331","","","","993-1716","","142868","서울특별시 강북구 번동 462-110번지 ","서울특별시 강북구 도봉로96길 24  (번동)","","한양태권도","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","202562.642642324    ","459753.167962609    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021990000009","19901110","","03","폐업","03","폐업","20021230","","","","982-3102","","142886","서울특별시 강북구 수유동 472-198번지 ","서울특별시 강북구 수유로 15  (수유동)","","서울유도회관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","201551.693562286    ","458895.887789484    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301021990000011","19901113","","03","폐업","03","폐업","20091231","","","","984-7298","","142861","서울특별시 강북구 번동 308-3번지 ","서울특별시 강북구 오현로34길 12 (번동)","","번동태권도","2013-11-22 15:47:46","I","2018-08-31 23:59:59.0","","203465.746576461    ","458475.29343941     ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022019000001","20190422","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 미아동 126-22번지 동진빌딩 ","서울특별시 강북구 도봉로 170, 동진빌딩 4층 (미아동)","01158","지성태권도 3관","2019-06-20 14:07:22","U","2019-06-22 02:40:00.0","태권도","202352.004852256    ","457965.209081872    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022019000003","20190730","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 우이동 30-25번지 ","서울특별시 강북구 삼양로163길 14, 3층 (우이동)","01004","나라찬 태권도","2019-07-30 16:16:46","I","2019-08-01 02:21:51.0","태권도","201082.231739156    ","461818.191047424    ","체육도장업","사립","","","","","","",""
"3050000","CDFH3301022003000004","20030502","","01","영업/정상","13","영업중","","","","","02-921-0337","","","서울특별시 동대문구 용두동 779 신동아아파트","서울특별시 동대문구 무학로26길 16, 신동아아파트 상가동 2층 6호 (용두동)","02588","용두체육관","2022-09-15 10:10:39","U","2021-12-08 23:07:00.0","","202785.097798743","452268.006218109","","","","","","","","",""
"3080000","CDFH3301022020000001","20200120","","01","영업/정상","13","영업중","","","","","02-945-5481","","","서울특별시 강북구 번동 268-2번지 ","서울특별시 강북구 한천로109길 3, 3층 (번동)","01226","용인대 백호 합기도 체육관","2020-02-13 08:30:17","U","2020-02-15 02:40:00.0","합기도","203796.175115204    ","458453.919236815    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022020000002","20200410","","01","영업/정상","13","영업중","","","","","02-946-0445","","","서울특별시 강북구 미아동 310-7 ","서울특별시 강북구 도봉로45길 7, 1층 (미아동)","01171","합기도 아이키도 성심도장","2020-08-18 17:20:50","U","2020-08-20 02:40:00.0","합기도","202255.854701418    ","457987.787445131    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022022000006","20221222","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 수색동 417 DMC롯데캐슬더퍼스트 제상가2동","서울특별시 은평구 수색로 300, 제상가2동 1층 501,502호 (수색동, DMC롯데캐슬더퍼스트)","03488","한국체대 수색 태권스쿨","2022-12-22 18:05:35","I","2021-11-01 22:04:00.0","태권도","190373.380194267","453630.163666304","","","","","","","","",""
"3080000","CDFH3301022020000003","20200702","","01","영업/정상","13","영업중","","","","","02-989-2379","","","서울특별시 강북구 미아동 49-29 녹일빌딩 ","서울특별시 강북구 월계로 53-3, 녹일빌딩 (미아동)","01237","정무체육관","2020-07-02 10:49:15","I","2020-07-04 00:23:24.0","합기도","203042.212860702    ","456644.24633659     ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022020000004","20200902","","01","영업/정상","13","영업중","","","","","02-945-3151","","","서울특별시 강북구 미아동 887-5 선경빌딩","서울특별시 강북구 삼양로19길 206, 선경빌딩 2층 (미아동)","01193","명지대 석사 합기도 연무관","2022-12-16 09:03:31","U","2021-11-01 23:08:00.0","합기도","","","","","","","","","","",""
"3150000","CDFH3301022022000005","20221222","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 염창동 282-23 대신빌딩","서울특별시 강서구 공항대로 627, 대신빌딩 6층 (염창동)","07558","더복싱랩 염창점(The Boxing LAB)","2022-12-22 09:08:25","I","2021-11-01 22:04:00.0","권투","188843.428976776","449461.15251245","","","","","","","","",""
"3080000","CDFH3301022018000002","20180413","","01","영업/정상","13","영업중","","","","","02-905-5144","","","서울특별시 강북구 번동 413-3번지 강북 북부시장 ","서울특별시 강북구 한천로123길 26, 강북 북부시장 2층 (번동)","01066","한양태권도격투기체육관","2018-06-26 18:01:01","I","2018-08-31 23:59:59.0","태권도","202608.934103734    ","459320.030764534    ","체육도장업","사립","","1","","","","",""
"3080000","CDFH3301022016000001","20160204","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 미아동 752-10번지 ","서울특별시 강북구 삼양로 218, 2층 (미아동)","01167","문무태권도","2019-03-05 15:10:36","U","2019-03-07 02:40:00.0","","201658.437377467    ","457859.278689568    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022018000001","20180323","","01","영업/정상","13","영업중","","","","","02-3675-3119","","","서울특별시 강북구 미아동 688-5 삼양아케이트 402호","서울특별시 강북구 솔샘로 254, 삼양아케이트 4층 402호 (미아동)","01194","삼양검도관","2022-07-20 17:49:12","U","2021-12-06 22:02:00.0","검도","201762.419935414","457441.244070216","","","","","","","","",""
"3080000","CDFH3301022016000004","20161230","","01","영업/정상","13","영업중","","","","","982-8572","","","서울특별시 강북구 미아동 130-60번지 ","서울특별시 강북구 도봉로34길 15, 3층 (미아동)","01160","용인대 화계 태권도","2018-09-04 09:06:24","U","2018-09-04 23:59:59.0","태권도","202482.090657204    ","457744.350053927    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022017000001","20170303","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 강북구 솔샘로 223 (미아동, 제일은행삼양동지점)","01188","위빙복싱클럽","2017-03-03 17:46:05","I","2018-08-31 23:59:59.0","권투","201486.884571231    ","457550.945335362    ","체육도장업","사립","","","","","","",""
"3110000","CDFH3301022003000005","20030613","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 응암동 402-74 성호빌딩 5층","서울특별시 은평구 응암로22길 28-6, 성호빌딩 5층 (응암동)","03468","용인대 청솔 태권도","2022-09-20 16:12:35","U","2021-12-08 22:02:00.0","태권도","192960.086142782","454548.650164141","","","","","","","","",""
"3080000","CDFH3301022011000001","20110523","","01","영업/정상","13","영업중","","","","","992-7761","","142892","서울특별시 강북구 우이동 100-15번지 2층 ","서울특별시 강북구 삼양로149길 16-10 (우이동,2층)","","백운 룡 태권도","2014-07-01 12:09:44","I","2018-08-31 23:59:59.0","","201001.961050406    ","461347.96222255     ","체육도장업","사립","","1","1","736.7","","",""
"3080000","CDFH3301022007000004","20070719","","01","영업/정상","13","영업중","","","","","02-907-8080","","","서울특별시 강북구 번동 412-52번지 ","서울특별시 강북구 한천로 981, 2층 (번동)","01066","한국체대 누리 태권도장","2020-03-16 20:35:39","U","2020-03-18 02:40:00.0","","202717.207955651    ","459366.276320496    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022008000001","20080122","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 254-39번지 ","서울특별시 강북구 노해로23길 73, 지하1,지상2층 (수유동)","01047","수유 태권도","2018-01-24 09:03:53","I","2018-08-31 23:59:59.0","","201654.460781702    ","460402.34508692     ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022011000006","20111230","","01","영업/정상","13","영업중","","","","","988-6699","","142824","서울특별시 강북구 미아동 1357-6 미아프라자 403호","서울특별시 강북구 삼양로27길 35-21, 403호 (미아동,미아프라자)","","(주)한국태권도아카데미","2020-07-06 13:58:12","U","2020-07-08 02:40:00.0","","201602.577531291    ","457290.100695375    ","체육도장업","사립","","1","","5167.55","","",""
"3080000","CDFH3301022015000003","20150424","","01","영업/정상","13","영업중","","","","","","","142063","서울특별시 강북구 번동 300","서울특별시 강북구 오현로32길 28, 2층 (번동)","01224","경희 키즈태권짐","2022-10-20 11:35:32","U","2021-10-30 22:02:00.0","","203518.852697746","458405.639559005","","","","","","","","",""
"3080000","CDFH3301022014000001","20140107","","01","영업/정상","13","영업중","","","","","02-995-9361","","142876","서울특별시 강북구 수유동 170-22번지 ","서울특별시 강북구 한천로150길 52-0 (수유동)","01052","강북 대호 태권도장","2018-03-27 13:52:18","I","2018-08-31 23:59:59.0","","202178.677909734    ","460149.135420908    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022008000003","20080829","","01","영업/정상","13","영업중","","","","","967-2535","","142781","서울특별시 강북구 수유동 553-61 ","서울특별시 강북구 인수봉로72길 42 (수유동)","01032","화심회라온 태권도","2020-06-30 18:11:52","U","2020-07-02 02:40:00.0","","200996.748131764    ","459945.147476746    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022001000005","20010307","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 미아동 776-29번지 ","서울특별시 강북구 삼양로 231, 2층 (미아동, 승진빌딩)","01181","태선문태권도체육관","2016-11-18 15:41:38","I","2018-08-31 23:59:59.0","","201544.511093997    ","457964.944918173    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022021000001","20210208","","01","영업/정상","13","영업중","","","","","070-8065-7587","","","서울특별시 강북구 수유동 254-8 지층","서울특별시 강북구 노해로23길 49, 지층 (수유동)","01048","디케이비(DKB)합기도","2022-12-09 14:02:21","U","2021-11-01 23:01:00.0","합기도","201740.58182517","460327.492469955","","","","","","","","",""
"3130000","CDFH3301022010000002","20100323","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 망원동 419-16 2층","서울특별시 마포구 망원로 29, 2층 (망원동)","03958","국가대표온새미로","2022-12-23 17:44:54","U","2021-11-01 22:05:00.0","","191105.380400665","450476.874422235","","","","","","","","",""
"3230000","CDFH3301022022000009","20221226","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 오금동 126-4 4층","서울특별시 송파구 동남로 313, 4층 (오금동)","05729","Bee Boxing Gym","2022-12-26 17:39:41","I","2021-11-01 22:08:00.0","권투","212128.882991743","444585.171281878","","","","","","","","",""
"3060000","CDFH3301022013000002","20130826","","01","영업/정상","13","영업중","","","","","432-1101","","","서울특별시 중랑구 면목동 605-4 농협","서울특별시 중랑구 사가정로 375, 3층 (면목동)","02228","클라우스 복싱","2022-12-27 14:51:37","U","2021-11-01 22:09:00.0","권투","207564.382906738","453207.051708247","","","","","","","","",""
"3040000","CDFH3301022012000001","20120103","","03","폐업","03","폐업","20221227","","","","024461050","","143823","서울특별시 광진구 구의동 222-53","서울특별시 광진구 광나루로40길 93 (구의동)","05041","경희대 태권도(무단폐업)","2022-12-27 15:53:41","U","2021-11-01 22:09:00.0","","207771.403966253","448702.674022576","","","","","","","","",""
"3110000","CDFH3301022011000010","20111101","","03","폐업","03","폐업","20221227","","","","","","","서울특별시 은평구 진관동 27 은평뉴타운 구파발 1011동 상가102호","서울특별시 은평구 진관3로 15-45, 1011동 상가102호 (진관동, 은평뉴타운 구파발)","03300","은빛태권도","2022-12-27 13:12:00","U","2021-11-01 22:09:00.0","","","","","","","","","","","",""
"3080000","CDFH3301022003000007","20030417","","01","영업/정상","13","영업중","","","","","982-0123","","142100","서울특별시 강북구 미아동 1353번지 SK북한산시티아파트 주상가 2층 213호 ","서울특별시 강북구 솔샘로 174-0, 상가동 2층 (미아동)","01192","SK코리아태권도","2015-03-03 12:13:48","I","2018-08-31 23:59:59.0","","201045.611312321    ","457292.961457264    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022004000003","20040407","","01","영업/정상","13","영업중","","","","","905-5970","","","서울특별시 강북구 수유동 381-2번지 정암빌딩 ","서울특별시 강북구 삼양로 424, 정암빌딩 2층 (수유동)","01041","연세 휘트니스 태권도","2020-04-24 15:52:20","U","2020-04-26 02:40:00.0","","201447.680915415    ","459900.993830562    ","체육도장업","사립","","","1","","","",""
"3080000","CDFH3301022001000009","20010911","","01","영업/정상","13","영업중","","","","","984-8109","","142861","서울특별시 강북구 번동 139번지 한진그랑빌 상가 2층 ","서울특별시 강북구 오현로 156  (번동,한진그랑빌 상가 2층)","","한진체육관","2003-04-17 19:37:24","I","2018-08-31 23:59:59.0","","203242.511375372    ","458226.512518912    ","체육도장업","사립","","0","0","0","","",""
"3080000","CDFH3301022002000009","20020314","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 번동 242-1번지 ","서울특별시 강북구 한천로105길 33, 1단지유치원상가 2층 (번동)","01230","백두산 K타이거즈 태권도","2018-05-15 09:40:00","I","2018-08-31 23:59:59.0","","203981.35           ","458129.745          ","체육도장업","사립","","","0","","","",""
"3080000","CDFH3301022002000011","20020328","","01","영업/정상","13","영업중","","","","","997-6946","","142077","서울특별시 강북구 수유동 340-7번지 ","서울특별시 강북구 삼양로 445 (수유동)","","백호태권도","2015-03-03 11:15:47","I","2018-08-31 23:59:59.0","","201349.01775654     ","460087.716386869    ","체육도장업","사립","","","0","824.82","","",""
"3080000","CDFH3301022007000001","20070131","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 미아동 1369번지 꿈의숲 해링턴 플레이스 ","서울특별시 강북구 오현로 45, 상가108동 1-2호 (미아동, 꿈의숲 해링턴 플레이스)","01155","태솔찬 경희대 킹 태권도","2020-04-21 20:29:02","U","2020-04-23 02:40:00.0","","203012.479807845    ","457195.407165014    ","체육도장업","사립","","","","","","",""
"3080000","CDFH3301022004000009","20041210","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 605-445번지 ","서울특별시 강북구 삼양로77가길 6, 2층 (수유동)","01103","미르 태권도","2020-02-26 18:05:29","U","2020-02-28 02:40:00.0","","201433.857333339    ","458605.288434313    ","체육도장업","사립","0","1","","655.75","","",""
"3080000","CDFH3301022005000003","20050317","","01","영업/정상","13","영업중","","","","","988-1442","","","서울특별시 강북구 미아동 1357-4번지 삼각산아이원아파트 ","서울특별시 강북구 삼양로19길 109, 삼각산아이원아파트 3층 (미아동)","01198","성북태권도아카데미","2020-06-02 14:42:59","U","2020-06-04 02:40:00.0","","201467.070851848    ","457085.224329758    ","체육도장업","사립","","","","","","",""
"3100000","CDFH3301022022000003","20220921","","01","영업/정상","13","영업중","","","","","02-6448-6269","","","서울특별시 노원구 상계동 1028-4 청송빌딩","서울특별시 노원구 동일로 1619, 청송빌딩 3층 302호 (상계동)","01613","수락 유도스쿨","2022-09-21 19:42:42","I","2021-12-08 22:03:00.0","유도","204798.545375807","463366.065590703","","","","","","","","",""
